GM,EntryYear,EntryClub,PlayersDrafted,NorthStar,NorthStarRank,PERC,FBC,Mental,WorkEthic,Passion,Coach,Teammate,Leader,Dependability,Confidence,LifeSkills,ManagementOfCollegeLife,Relationships,OffField,MentalOverall,SDTotal,CombineInvites,UCWatch,EntryAge,SRB,isPower5,isFBS,isFCS,isD2,HTAvg,WTAvg,ArmAvg,Avg40Avg,OL,DL,OLB,ILB,DS,DC,RB,WR,QB,TE,GS,GP,GM2,GMI,GMO,GPI,GI,AvgEvalCount,NormalizedAvg,AAAvg,EXPAvg,SpdAvg,StrAvg,CmpsAvg,TghsAvg,FBIAvg,Day1PicksPercentile,Day2PicksPercentile,Day3PicksPercentile,avgEPAR
Dave Ziegler,2023,LV,9,2.033260712,70,1.833333,2.033333,2.111111,1.888888,1.722222,2.055555,1.888888,2.722222,1.888888,2,2.111111,2,2,1.833333,2.077777,1.095907099,0.888888889,0.111111111,23.2,0.555555556,1,1,0,0,52,55,50,43,0,3,1,1,1,1,0,0,1,1,25,45.88888889,9.666666667,2.111111111,0.555555556,0.444444444,0.888888889,7.111111111,4.125555,3.088888,3.088888,3.088888,3.077777,2.655555,2.766666,2.788888,0.111111111,0.333333333,0.555555556,0.651196258
Tom Telesco,2024,LV,8,1.876470588,28,1.9,1.9125,2.125,1.875,1.5,2,1.875,2.25,1.5,1.875,1.875,2.0625,1.6875,1.625,1.8125,1.512877997,0.875,0.375,23.1,0.375,0.75,0.875,0.125,0,56,45,46,47,2,0,0,1,1,2,1,0,0,1,27.5,42,7.875,1.75,1.5,1.5,0.5,7,4.30125,2.975,3.025,2.8875,3.1375,2.525,2.8375,2.8125,0.125,0.25,0.625,0.79912443
Chris Grier,2017,MIA,7,1.977678571,55,2,1.714285,1.785714,1.714285,1.785714,1.785714,1.928571,2.5,1.857142,2.142857,1.928571,1.928571,2.142857,2.142857,NULL,-0.867107751,1,0.714285714,22.985714,0.142857143,1,1,0,0,50,37,42,68,1,3,1,1,0,1,0,0,0,0,31.28571429,39.57142857,1.285714286,0,0,0,0,4.857142857,3.324285,2.4,2.5,2.585714,2.357142,2.042857,2.185714,2.4,0.142857143,0.285714286,0.571428571,0.837973816
Chris Grier,2018,MIA,8,2.101755539,105,2.1875,2.0125,2.1625,1.95,1.95,1.942857,2.085714,2.5,1.928571,1.9,2.2,2.325,2.2875,2.1875,NULL,4.711954843,0.625,0.25,22.7375,0.375,0.625,1,0,0,44,40,51,44,0,0,0,2,1,1,1,0,0,2,29,41.25,8,0,0,0.625,0,4.625,4.62125,2.1875,2.7,2.3,3.2125,2.3,2.842857,2.6625,0.125,0.25,0.625,0.677341466
Chris Grier,2019,MIA,6,1.923569024,35,2.25,1.783333,1.833333,1.75,1.633333,1.75,1.833333,2.133333,1.633333,1.916666,2.316666,2.116666,1.883333,1.833333,NULL,1.044404372,0.833333333,0,23.1,0.166666667,1,1,0,0,50,58,63,45,2,2,1,0,0,0,1,0,0,0,40.33333333,50.16666667,4.333333333,0.5,1.333333333,2.333333333,0,6.666666667,4.168333,2.416666,2.833333,2.616666,2.65,1.933333,2.2,2.266666,0.166666667,0.166666667,0.666666667,0.807026823
Chris Grier,2020,MIA,11,2.171905944,139,2.127272,2.163636,2.045454,2.136363,1.818181,2.181818,1.954545,2.5,1.863636,1.954545,2.254545,2.072727,2.163636,2.227272,2.454545,0.122031433,1,0.454545455,22.736363,0.272727273,0.727272727,1,0,0,57,49,64,53,3,3,1,0,1,1,0,0,1,0,28.18181818,43.18181818,10.18181818,4.454545455,2.181818182,3.454545455,1.272727273,8.636363636,3.443,2.64,2.86,2.93,2.78,2.59,2.59,2.85,0.272727273,0.272727273,0.454545455,0.823421837
Chris Grier,2021,MIA,7,2.138935574,124,2.214285,2.071428,2.285714,1.714285,1.857142,2.428571,1.857142,2.571428,1.857142,2,2.214285,2.285714,2.142857,2.214285,2.071428,2.783761756,0.714285714,0.571428571,22.8,0.142857143,0.714285714,1,0,0,42,44,46,40,2,1,1,0,1,0,1,0,0,1,19.14285714,33.71428571,15.28571429,5.142857143,0.142857143,0.857142857,1.285714286,7.142857143,3.937142,2.871428,2.885714,2.9,3.014285,2.471428,2.6,2.757142,0.285714286,0.428571429,0.285714286,0.747300536
Chris Grier,2022,MIA,4,2.198314951,155,2.125,2.375,2,2,1.75,1.625,2,2.875,1.625,2.5,2.5,1.875,2.375,2.125,2.625,2.756341115,0.75,0.25,23.65,0.25,1,1,0,0,50,53,33,46,0,1,1,1,0,0,0,0,1,0,26,41.75,15,8,0.25,0.5,1.75,6.5,4.3875,3,3.05,2.9,2.975,2.5,2.6,3.1,0,0.25,0.75,0.695502363
Chris Grier,2023,MIA,4,2.636996904,254,2.675,2.6,2.75,2.75,2.5,3,3.25,3.75,3.25,1.5,2.625,2.375,2.5,2.875,1.6,1.84775576,1,0.5,22.725,0.5,1,1,0,0,56,86,76,23,1,0,0,0,0,1,1,0,0,1,20.75,35.75,10.25,2.75,1,0,0.25,8.75,3.965,2.875,2.925,2.875,3.15,2.8,3,2.9,0,0.5,0.5,0.697749234
Chris Grier,2024,MIA,7,2.068452381,92,2.071428,2.071428,2.285714,1.714285,1.571428,2.428571,2,2.5,2,2,2.071428,1.928571,2.142857,2,2.328571,3.476357502,1,0.428571429,22.885714,0.142857143,0.857142857,1,0,0,61,53,60,36,1,2,2,1,0,0,1,0,0,0,30.28571429,46.28571429,6.714285714,1.428571429,0,0,0.571428571,8.428571429,4.434285,2.885714,2.828571,2.928571,3.257142,2.642857,2.814285,3.128571,0.142857143,0.142857143,0.714285714,0.741037204
Rick Spielman,2017,MIN,11,2.280618687,188,2.272727,2.40909,2.590909,2.090909,2,2.227272,2.454545,3,2.181818,2.227272,2.227272,2.045454,2.181818,1.90909,NULL,0.393314022,0.909090909,0.272727273,22.681818,0.272727273,0.909090909,1,0,0,50,42,47,55,2,2,0,2,1,0,1,0,0,1,28.36363636,45.45454545,2.363636364,0,0,0,0,4.272727273,4.260909,2.363636,2.9,2.454545,2.727272,2.20909,2.345454,2.618181,0,0.181818182,0.818181818,0.741101427
Rick Spielman,2018,MIN,8,1.95251621,46,1.975,2.025,2,1.9625,1.9625,1.9625,1.775,2.15,1.75,1.6875,1.875,2.125,1.9375,1.9375,NULL,1.405508578,0.875,0.25,23.05,0.625,0.5,1,0,0,50,40,50,47,2,2,1,1,0,1,0,0,0,1,22.125,37.75,8.875,0,0,0.875,0,4.875,3.98625,2.325,2.575,2.3875,2.75,2.025,2.5125,2.525,0.125,0.125,0.75,0.745158419
Rick Spielman,2019,MIN,12,2.102291884,106,2.136363,2,2.136363,1.863636,2.045454,1.954545,1.90909,2.318181,1.954545,2.272727,2.318181,2.181818,2.090909,2,NULL,1.62871101,0.833333333,0.25,22.558333,0.416666667,0.583333333,0.916666667,0.083333333,0,51,49,59,56,3,1,0,1,1,1,1,0,0,1,29.75,41.83333333,8.583333333,3.333333333,1.5,1.25,0,5.75,4.542727,2.40909,2.945454,2.690909,2.845454,2.281818,2.50909,2.354545,0.083333333,0.166666667,0.75,0.803540385
Rick Spielman,2020,MIN,15,2.056465783,84,2.306666,2.153333,2,2.033333,1.733333,1.766666,1.9,2.3,1.866666,1.9,2.233333,2.3,2.033333,2.4,2.033333,1.680056586,0.866666667,0.333333333,22.713333,0.266666667,0.8,0.933333333,0,0.066666667,42,55,52,51,3,3,2,1,3,2,0,0,1,0,34.06666667,40.86666667,10.86666667,2.2,2.8,1.333333333,0.933333333,7.933333333,4.661333,3.006666,3.393333,3.32,3.253333,2.62,2.873333,2.933333,0.133333333,0.133333333,0.733333333,0.713848692
Rick Spielman,2021,MIN,11,2.035650624,73,1.954545,2.154545,2.454545,1.90909,1.90909,2,2.090909,2.363636,1.818181,1.818181,1.818181,1.954545,1.863636,1.954545,2.045454,1.239784783,0.909090909,0.272727273,22.872727,0.454545455,0.909090909,0.909090909,0,0.090909091,45,54,48,51,2,3,1,1,1,0,1,0,1,1,24.54545455,40.18181818,10.63636364,3.454545455,0,1.909090909,0.636363636,7.818181818,4.094545,2.718181,2.872727,2.790909,3.054545,2.745454,2.927272,2.990909,0.090909091,0.363636364,0.545454545,0.668874352
Kwesi Adofo-Mensah,2022,MIN,10,2.354946522,216,2.3,2.43,2.45,2.37,1.9,2.45,2.02,2.67,2.33,2.42,2.66,2.16,2.3,2.22,2.74,2.109589898,0.9,0.4,23.25,0.3,1,1,0,0,45,53,45,40,2,1,0,1,1,2,1,0,0,1,28.8,42.6,9.7,4.5,0.4,0.5,1,6.8,4.494,3.02,2.98,2.91,3,2.72,2.86,3.29,0.1,0.3,0.6,0.661563551
Kwesi Adofo-Mensah,2023,MIN,6,2.35130719,214,2.25,2.366666,2.416666,2.083333,2,2.5,1.916666,2.75,2.25,1.916666,2.75,2.333333,2.5,2.416666,2.333333,-0.53538681,1,0.5,23.266666,0.5,0.833333333,1,0,0,56,76,52,45,0,1,0,0,1,1,1,0,1,0,23.5,36.5,10.66666667,4.833333333,0.666666667,0.166666667,1.833333333,8,4.041666,2.75,3.033333,3.016666,3.233333,2.65,2.916666,2.866666,0.166666667,0.166666667,0.666666667,0.748418504
Kwesi Adofo-Mensah,2024,MIN,7,2.119607843,110,2.083333,2.083333,2.25,1.75,2,2.083333,2,2.75,1.916666,1.75,1.833333,2.166666,2.083333,2,2.083333,1.390667311,0.714285714,0.285714286,23.457142,0.285714286,0.857142857,0.857142857,0.142857143,0,43,50,43,50,2,2,1,0,0,1,0,0,1,0,25.71428571,44.14285714,5.285714286,0.285714286,0.428571429,1,0.714285714,4.571428571,4.381428,3.15,3.233333,3.15,3.366666,2.866666,3.083333,3.133333,0.285714286,0,0.714285714,0.728214375
Bill Bellicheck,2017,NE,4,2.3203125,202,2.25,2.5,2.25,2,2.375,2.125,2.125,2.875,2.125,2.25,2.375,2.25,2,2.375,NULL,3.104210724,1,0,23.75,0.75,0.5,0.75,0.25,0,30,72,52,43,2,2,1,0,0,0,0,0,0,0,30.25,45.5,3.75,0,0,0,0,4.75,4.5175,2.125,2.875,2.525,2.95,2.45,2.675,2.8,0,0.5,0.5,0.743903595
Bill Bellicheck,2018,NE,9,1.913619351,33,1.644444,2.022222,2.2,2.133333,1.777777,1.811111,2.033333,2.133333,1.777777,1.911111,1.733333,1.855555,1.666666,1.855555,NULL,0.723866126,0.777777778,0.222222222,22.822222,0.444444444,0.888888889,0.888888889,0.111111111,0,63,45,60,58,1,0,0,2,0,2,1,0,1,1,27.11111111,42.44444444,9.222222222,0,0,0.555555556,0,4.555555556,4.436666,2.344444,2.566666,2.411111,2.7,1.933333,1.977777,2.611111,0.222222222,0.111111111,0.666666667,0.636910498
Bill Bellicheck,2019,NE,10,2.225894428,165,2.17,2.43,2.33,2,2.05,2.31,2.27,2.38,2.1,2.37,2.25,2.25,2.23,2.08,NULL,1.498439995,1,0.3,22.87,0.3,1,1,0,0,50,47,54,50,2,2,1,0,0,2,1,0,1,0,26.1,40.8,11.3,4.1,2.5,2.2,0,7.1,3.955555,2.188888,3,2.677777,2.322222,2.1,2.177777,2.4,0.1,0.4,0.5,0.739645998
Bill Bellicheck,2020,NE,10,2.511669846,247,2.388888,2.555555,2.666666,2.611111,2.555555,2.388888,2.388888,3,2.111111,2.333333,2.444444,2.555555,2.222222,2.222222,2.666666,0.343833248,0.7,0.3,22.97,0.4,0.6,0.9,0,0.1,73,43,48,50,3,2,2,2,0,0,0,0,0,2,31.7,45.6,8.7,5.2,1.3,1,0.8,6.4,4.921111,3.066666,3.4,3.4,2.922222,2.811111,2.944444,3.088888,0,0.5,0.5,0.679033025
Bill Bellicheck,2021,NE,8,2.15122549,127,2.2,2.2,2.25,1.9375,1.6875,2.125,2,2.4375,2.125,1.875,2.275,2.5,2.1,2.225,2.5,-0.52271999,1,0.625,22.5375,0.375,0.875,1,0,0,53,48,53,54,1,2,1,1,1,0,1,0,1,0,18.375,31.125,11.625,2.5,0,0.375,0.375,8.5,3.90375,2.8,2.925,2.925,2.8875,2.55,2.75,2.875,0.125,0.25,0.625,0.652036577
Bill Bellicheck,2022,NE,10,2.434508983,230,2.7,2.52,2.2,2.55,2.15,2.45,2.5,3,2.45,2.15,2.6,2.35,2.55,2.45,2.25,1.615778519,0.9,0.3,23.37,0.4,0.5,0.7,0.2,0.1,53,50,49,43,3,1,0,0,0,2,2,0,1,0,30.6,43.5,9.2,3.2,0.8,0.1,0.8,6,4.552,3.03,2.92,3.02,3.28,2.61,2.89,3.02,0.1,0.2,0.7,0.704628237
Bill Bellicheck,2023,NE,12,2.162520425,132,1.933333,2.341666,2.375,2.375,2.166666,2.041666,2.083333,2.416666,1.916666,2.041666,2.125,2.125,2,2.083333,2.4,1.42333292,0.666666667,0.25,23.45,0.416666667,0.583333333,0.833333333,0.166666667,0,41,31,48,36,3,1,0,1,0,3,0,0,0,0,23.25,44.66666667,12.41666667,1.833333333,1.75,0,0.25,6.166666667,4.348333,3.01,3.1,3.04,3.08,2.96,2.99,3.11,0.083333333,0.166666667,0.75,0.718533236
Eliot Wolf,2024,NE,8,2.220251225,163,2.1875,2.45,2.125,2.125,1.875,2.375,1.875,3,2,1.875,2.1875,2,2,1.9375,2.75,2.467818113,1,0.25,23.4,0.5,1,1,0,0,51,53,40,42,2,0,0,0,0,1,0,0,2,1,27.875,41.875,11.25,2.75,0.25,0.75,0.75,6.625,4.13,2.7375,2.7875,2.95,2.8,2.85,2.9875,3.25,0.125,0.25,0.625,0.658307504
Mickey Loomis,2017,NO,7,2.053571429,82,2.214285,1.857142,2,1.857142,1.714285,1.785714,2.071428,2.642857,2.142857,1.642857,2.357142,2.357142,1.928571,2.071428,NULL,2.07045102,1,0.857142857,22.257142,0.142857143,0.857142857,1,0,0,46,40,46,58,1,2,1,1,1,1,1,0,0,0,18.85714286,29.71428571,10.85714286,0,0,0,0,4,2.99,1.928571,2.128571,1.985714,2.385714,1.8,1.9,2.185714,0.285714286,0.571428571,0.142857143,0.777185913
Mickey Loomis,2018,NO,7,2.028231293,68,2.285714,2,2.285714,1.714285,1.642857,2,1.714285,2.357142,1.857142,2.357142,2.214285,2.214285,1.928571,1.928571,NULL,1.398037468,0.857142857,0.285714286,22.442857,0.428571429,0.571428571,1,0,0,50,52,55,41,2,1,1,0,1,1,1,0,0,0,25.28571429,38.57142857,13.42857143,0,0,1.142857143,0,5.142857143,4.337142,2.285714,2.714285,2.485714,2.814285,2.042857,2.042857,2.5,0.142857143,0.142857143,0.714285714,0.826946237
Mickey Loomis,2019,NO,5,2.293909539,194,2.5,2.5,2.1,2,2,2.2,2.2,2.7,2.4,2.1,2.7,2.2,2.3,2.5,NULL,1.893078353,0.8,0.6,22.78,0.2,0.8,0.8,0.2,0,50,40,40,32,1,1,1,0,1,1,0,0,0,1,31.8,39.2,10.6,2.6,2.4,0.6,0,7,4.302,2.46,2.7,2.42,2.82,2.32,2.76,2.4,0,0.2,0.8,0.550539964
Mickey Loomis,2020,NO,4,1.950464396,45,2.125,1.925,2.25,1.75,1.75,1.5,1.5,2.5,1.5,2,1.875,2.125,1.875,1.875,1.875,2.778564769,0.75,0.25,23.05,0.5,0.75,0.75,0.25,0,50,43,43,50,1,1,1,0,0,0,0,0,1,1,26.5,37.5,16.75,5.25,6.5,4.75,1.75,8,3.795,2.6,2.8,2.8,3.025,2.325,2.6,2.7,0.25,0.5,0.25,0.722924068
Mickey Loomis,2021,NO,6,1.722222222,9,1.716666,1.633333,1.5,1.333333,1.416666,1.583333,1.416666,2.083333,1.583333,1.75,1.783333,1.866666,1.783333,1.866666,1.916666,4.197478747,0.833333333,0.166666667,23.066666,0.333333333,0.666666667,1,0,0,41,37,39,45,1,1,0,1,0,1,0,0,1,0,30.66666667,41.33333333,9.833333333,3.666666667,0,0.5,0.666666667,6.833333333,4.683333,2.916666,3.266666,3.133333,3.216666,2.466666,2.633333,3.1,0.166666667,0.333333333,0.5,0.67352229
Mickey Loomis,2022,NO,5,2.061176471,86,1.9,2.1,2.2,2,1.8,1.6,2,2.6,1.4,2,2,2,2.1,1.9,2.5,3.560325625,1,0,23.6,0.6,0.4,0.8,0.2,0,40,37,45,27,1,1,0,1,0,1,0,0,0,0,31.6,46.8,5.2,0.4,0.8,0.4,1.2,7.2,3.986,2.96,2.88,2.9,3.06,2.6,2.64,2.98,0.4,0.2,0.4,0.738703069
Mickey Loomis,2023,NO,7,2.439215686,233,2.242857,2.5,2.714285,2.285714,2.714285,2.285714,2.142857,2.857142,2.428571,2.285714,2.5,2.071428,2.285714,2.285714,2.6,2.447643445,1,0.714285714,22.957142,0.428571429,0.714285714,1,0,0,37,55,46,45,1,2,1,0,1,0,1,0,1,0,30,39,12,2.857142857,0.428571429,1.571428571,1.142857143,7.428571429,4.088571,2.971428,3.128571,3.085714,3.1,2.742857,3.014285,3.014285,0.142857143,0.285714286,0.571428571,0.693711022
Mickey Loomis,2024,NO,7,2.343417367,212,2.214285,2.328571,2.357142,2.428571,2.071428,2.214285,2.357142,3.142857,1.928571,1.857142,2.285714,2.357142,2.214285,2.428571,2.4,0.812310025,0.857142857,0.285714286,23.2,0.285714286,0.714285714,0.714285714,0.285714286,0,55,25,50,60,2,1,0,1,0,1,0,0,1,0,28.28571429,45.42857143,8.285714286,0.571428571,0.142857143,0.714285714,1,6.714285714,4.062857,2.871428,2.914285,2.971428,2.971428,2.842857,3.171428,3.214285,0.142857143,0.142857143,0.714285714,0.711588461
Jerry Reese,2017,NYG,6,1.8125,15,1.866666,1.616666,1.866666,1.466666,1.666666,1.633333,1.8,2.333333,1.916666,1.583333,1.8,2,2,1.866666,NULL,-0.68336357,1,0.166666667,23.116666,0.666666667,0.833333333,0.833333333,0.166666667,0,40,56,28,55,1,2,0,0,0,0,1,0,1,1,30.16666667,42,4.833333333,0,0,0,0,5,4.045,2.4,2.716666,2.85,2.333333,2.116666,1.933333,2.433333,0.166666667,0.333333333,0.5,0.809265249
Dave Gettleman,2018,NYG,7,2.042857143,77,2.071428,2,1.928571,1.714285,1.642857,1.714285,1.785714,2.5,2.214285,1.928571,2.428571,2.071428,2.071428,1.928571,NULL,2.995852741,0.857142857,0.428571429,22.642857,0.428571429,0.571428571,0.857142857,0.142857143,0,41,51,59,40,1,3,1,0,0,1,1,0,1,0,33.57142857,42.85714286,2.285714286,0,0,1,0,4.714285714,3.251428,1.971428,2.457142,2.471428,2.257142,2.071428,2.285714,2.371428,0.142857143,0.571428571,0.285714286,0.809560342
Dave Gettleman,2019,NYG,10,1.846666667,19,1.6,1.85,2.15,1.9,1.85,1.7,1.8,2.5,1.65,2.05,1.75,1.75,1.65,1.7,NULL,1.16556715,0.9,0.4,22.58,0.3,0.8,0.9,0,0.1,48,44,46,50,1,3,1,1,0,3,0,0,1,0,32.7,42,11,0.8,1.9,2.1,0,6.6,4.024,2.27,2.75,2.36,2.53,2.23,2.25,2.7,0.3,0.1,0.6,0.740131114
Dave Gettleman,2020,NYG,10,2.08628096,98,1.9,2.12,2.35,2.2,1.9,1.75,1.8,2.5,2.1,2.05,2.15,2.1,2,1.95,2.25,0.168214084,0.7,0.3,22.65,0.5,0.9,1,0,0,46,56,49,55,3,2,2,2,1,2,0,0,0,0,33.5,44.3,9.4,0.6,4,1.8,0.6,8.1,4.435,2.84,3.13,3.04,3.24,2.51,2.73,2.84,0.1,0.2,0.7,0.65731945
Dave Gettleman,2021,NYG,6,2.341053922,211,2.333333,2.4,1.916666,2,2.416666,2,2,3.083333,2.166666,2.083333,2.25,2.25,2.416666,2.083333,2.8,2.185845791,1,0.166666667,23.2,0.666666667,0.666666667,0.833333333,0.166666667,0,47,50,50,50,0,2,2,0,0,2,1,0,0,0,20.83333333,38.83333333,10.66666667,2.5,0.666666667,0.166666667,0.666666667,10,4.038333,2.616666,2.8,2.9,3.05,2.533333,2.633333,3.016666,0.166666667,0.333333333,0.5,0.752377238
Joe Schoen,2022,NYG,11,2.183244207,151,2.045454,2.290909,2.181818,2.272727,1.90909,1.90909,2,2.727272,1.818181,2.090909,2.363636,2.272727,2.090909,2.181818,2.363636,3.102468635,1,0.545454545,22.436363,0.181818182,0.818181818,1,0,0,44,38,52,55,3,3,2,1,1,1,0,0,0,1,29.54545455,39.45454545,6.272727273,1.545454545,0.090909091,2.545454545,1,6.727272727,4.355454,3.063636,3.136363,3.20909,2.890909,2.836363,2.872727,3.063636,0.181818182,0.272727273,0.545454545,0.710934774
Joe Schoen,2023,NYG,7,2.070588235,93,1.9,2.028571,1.833333,1.833333,1.666666,2.166666,2.166666,2.833333,2,1.833333,2.083333,2.083333,1.916666,2,2.4,2.994564103,0.714285714,0.142857143,23.557142,0.285714286,0.857142857,1,0,0,38,53,55,51,1,1,0,0,1,2,1,0,0,0,25.14285714,39.57142857,7.428571429,1.857142857,0.571428571,0,0.428571429,6.714285714,4.374285,3.085714,2.985714,2.942857,3.328571,2.742857,2.928571,3.228571,0.142857143,0.285714286,0.571428571,0.575664958
Joe Schoen,2024,NYG,6,2.358823529,218,2.333333,2.25,2,2.333333,2,2,2.333333,2.666666,2.333333,2,2.583333,2.75,2,2.5,2.5,3.174680694,1,0.5,23.166666,0.333333333,1,1,0,0,48,47,50,45,0,0,0,1,1,1,1,0,0,1,33,50.5,5.166666667,0.833333333,0.166666667,0.333333333,0.333333333,7.333333333,4.376666,2.966666,2.966666,3.033333,3.05,2.616666,2.783333,2.966666,0.166666667,0.333333333,0.5,0.617947887
Mike Maccagnan,2017,NYJ,9,2.335416667,208,2.644444,2.222222,2.355555,2.144444,1.744444,2.277777,2.055555,2.888888,2.277777,1.722222,2.477777,2.666666,2.111111,2.477777,NULL,-0.046449761,0.888888889,0.333333333,23.277777,0.111111111,0.777777778,0.888888889,0,0.111111111,41,36,35,46,0,1,1,0,2,2,1,0,0,1,24.33333333,38.44444444,5.444444444,0,0,0,0,3.777777778,4.122222,2.177777,2.477777,2.5,2.877777,1.922222,2.233333,2.533333,0.111111111,0.222222222,0.666666667,0.737895128
Mike Maccagnan,2018,NYJ,6,2.051960784,81,1.75,2,2.083333,2.083333,2,2.166666,2.083333,2.5,1.75,2,1.916666,2.25,1.833333,2,NULL,2.521089663,0.833333333,0.166666667,23.35,0.333333333,0.333333333,0.666666667,0,0.333333333,54,48,58,47,0,2,0,0,0,1,1,0,1,1,31.5,39.83333333,4.166666667,0,0,0,0,4,4.368333,2.233333,2.633333,2.55,2.383333,2.183333,2.6,2.65,0.166666667,0.166666667,0.666666667,0.797790811
Joe Douglas,2019,NYJ,6,2.605952381,252,2.883333,2.55,2.533333,2.55,2.366666,2.716666,2.7,2.883333,2.666666,2.25,2.75,2.966666,2.45,2.633333,NULL,0.816190574,1,0.333333333,22.8,0.333333333,1,1,0,0,65,35,50,54,1,2,1,1,0,1,0,0,0,1,16.5,33.83333333,11.33333333,5.166666667,1.5,4.333333333,0,7.5,3.193333,2,2.483333,2.366666,2.533333,2.183333,2.4,2.166666,0.166666667,0.333333333,0.5,0.73846557
Joe Douglas,2020,NYJ,9,2.063070572,89,1.944444,2.1,2.166666,1.855555,1.666666,2.111111,2,2.166666,1.888888,2.111111,2.111111,1.7,1.944444,1.966666,2.388888,0.001670269,1,0.111111111,22.866666,0.555555556,0.777777778,1,0,0,34,41,28,54,2,1,1,0,2,0,1,0,1,0,29.33333333,45.88888889,9.222222222,2.555555556,6.111111111,1.444444444,1.333333333,8.333333333,3.67875,2.8125,3.125,3.05,2.7875,2.5125,2.6375,2.975,0.111111111,0.333333333,0.555555556,0.628187925
Joe Douglas,2021,NYJ,10,1.956458333,47,1.98,2.15,2.05,1.9,1.4,1.9,1.75,2.75,1.75,1.7,2.08,1.8,2.1,2.05,2.2,3.402836089,0.9,0.4,22.48,0.2,0.9,1,0,0,57,71,61,35,1,1,0,2,0,3,1,0,1,0,21.7,37.3,5.8,2.1,0.2,1.1,0.8,8.1,4.022,2.78,2.95,2.97,3.14,2.58,2.67,2.76,0.2,0.1,0.7,0.711154755
Joe Douglas,2022,NYJ,7,2.572342621,251,2.857142,2.342857,2.785714,2.5,2.285714,2.571428,2.714285,3,2.5,1.857142,2.957142,2.642857,2.6,2.671428,2.242857,1.091420289,1,0.428571429,22.571428,0.571428571,0.714285714,1,0,0,35,59,38,35,1,2,2,0,0,1,1,0,0,1,24.42857143,39.71428571,4.571428571,3.857142857,0.571428571,0,0.571428571,8,3.671428,2.814285,3.028571,2.957142,2.971428,2.671428,2.9,2.785714,0.428571429,0.285714286,0.285714286,0.773208975
Joe Douglas,2023,NYJ,7,2.30642507,197,2.071428,2.285714,2.571428,2.571428,2.357142,2.071428,2.142857,2.714285,1.928571,2.142857,2.071428,2.142857,2.071428,2.071428,2.857142,4.146848115,0.714285714,0.285714286,23.3,0.142857143,0.714285714,1,0,0,38,50,30,27,2,1,1,1,0,1,1,0,0,1,28.71428571,43.28571429,14.85714286,4.142857143,0.571428571,0.142857143,0.857142857,6.285714286,4.721428,3,3.014285,2.942857,3.214285,2.842857,3.242857,3.2,0.142857143,0.142857143,0.714285714,0.755823855
Joe Douglas,2024,NYJ,7,1.999690402,62,2.142857,2.114285,2.166666,2,1.666666,1.666666,2,2.5,1.5,2,2.357142,1.5,2.142857,1.928571,2.466666,1.312653446,0.857142857,0.285714286,22.657142,0.285714286,0.571428571,0.714285714,0.142857143,0,47,37,50,60,1,0,0,0,1,1,2,0,1,0,25,37.71428571,11.42857143,4.285714286,0.142857143,0.428571429,2.285714286,7.285714286,4.451428,2.8,3.085714,3.128571,2.871428,2.628571,2.842857,3,0.142857143,0.142857143,0.714285714,0.768608865
Howie Roseman,2017,PHI,8,2.125,113,2.5,1.875,2,1.875,1.5,2.375,2,2.75,1.6875,1.5625,2.5,2.4375,2.3125,2.25,NULL,-1.268732696,1,0.5,22.5875,0.375,0.875,1,0,0,51,46,61,58,0,2,1,0,1,2,1,0,0,0,29.5,39.875,2.875,0,0,0,0,5,3.80125,2.2125,2.375,2.3125,2.65,1.975,2,2.2,0.125,0.25,0.625,0.85524903
Howie Roseman,2018,PHI,5,2.058854167,85,2.25,1.825,2.125,2,1.75,2.125,1.875,2.125,2.25,2,2.125,2.25,2,2,NULL,2.246223463,0.6,0.2,22.52,0.2,0.6,0.6,0.2,0,47,40,41,47,2,1,1,0,0,1,0,0,0,1,28.4,36.2,2.8,0,0,1.4,0,4.4,3.9925,2.325,2.75,2.6,2.45,2.225,2.45,2.775,0,0.2,0.8,0.71573019
Howie Roseman,2019,PHI,5,1.990727969,60,1.9,2,2.4,1.8,1.8,2,2,2.4,1.8,2.2,1.8,2,1.9,1.8,NULL,1.207630553,1,0.6,23.12,0.2,1,1,0,0,40,42,45,43,1,1,1,0,0,0,1,0,1,0,31.2,41.8,13.4,0.6,2.4,1.2,0,8,3.884,2.32,2.92,2.64,2.36,2.1,2.22,2.46,0.2,0.4,0.4,0.777997496
Howie Roseman,2020,PHI,10,2.265139319,183,2.12,2.44,2.65,2.1,2,2.4,2.1,2.6,2.25,1.95,2.33,1.98,2.05,2.22,2.45,3.175392156,1,0.2,22.91,0.4,0.7,1,0,0,62,68,51,32,2,1,1,2,1,0,0,0,1,0,29.8,42.6,6.7,3,2.7,0.3,1.3,9,4.35,2.74,3.01,2.73,3.2,2.75,3,3.09,0.1,0.2,0.7,0.729251402
Howie Roseman,2021,PHI,9,1.839433551,18,1.833333,1.888888,1.666666,1.777777,1.5,2.055555,1.944444,2.055555,1.722222,1.666666,2,1.833333,1.722222,1.777777,2.055555,1.816341547,1,0.333333333,22.911111,0.555555556,0.555555556,1,0,0,60,64,57,44,1,4,2,1,0,1,1,0,0,0,29.11111111,40.11111111,10.55555556,4.666666667,0.111111111,0.444444444,1.222222222,8.777777778,4.051111,2.8,2.922222,2.966666,2.955555,2.455555,2.611111,2.622222,0.111111111,0.222222222,0.666666667,0.808030755
